kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N17464,1421,2020,1,M,NA,Orust,K
N17464,1421,2020,1,T,NA,Orust,K
N17464,1427,2015,1,K,NA,Sotenäs,K
N17464,1427,2015,1,M,NA,Sotenäs,K
N17464,1427,2015,1,T,NA,Sotenäs,K
N17464,1427,2016,1,K,NA,Sotenäs,K
N17464,1427,2016,1,M,NA,Sotenäs,K
N17464,1427,2016,1,T,NA,Sotenäs,K
N17464,1427,2017,1,K,NA,Sotenäs,K
N17464,1427,2017,1,M,NA,Sotenäs,K
N17464,1427,2017,1,T,NA,Sotenäs,K
N17464,1427,2018,1,K,NA,Sotenäs,K
N17464,1427,2018,1,M,NA,Sotenäs,K
N17464,1427,2018,1,T,NA,Sotenäs,K
N17464,1427,2019,1,K,NA,Sotenäs,K
N17464,1427,2019,1,M,NA,Sotenäs,K
N17464,1427,2019,1,T,NA,Sotenäs,K
N17464,1427,2020,1,K,NA,Sotenäs,K
N17464,1427,2020,1,M,NA,Sotenäs,K
N17464,1427,2020,1,T,NA,Sotenäs,K
N17464,1430,2015,1,K,74.576271,Munkedal,K
N17464,1430,2015,1,M,65.517241,Munkedal,K
N17464,1430,2015,1,T,71.590909,Munkedal,K
N17464,1430,2016,1,K,56.756757,Munkedal,K
N17464,1430,2016,1,M,26.923077,Munkedal,K
N17464,1430,2016,1,T,44.444444,Munkedal,K
N17464,1430,2017,1,K,50,Munkedal,K
N17464,1430,2017,1,M,30.434783,Munkedal,K
N17464,1430,2017,1,T,42.857143,Munkedal,K
N17464,1430,2018,1,K,53.125,Munkedal,K
N17464,1430,2018,1,M,42.857143,Munkedal,K
N17464,1430,2018,1,T,49.056604,Munkedal,K
N17464,1430,2019,1,K,NA,Munkedal,K
N17464,1430,2019,1,M,NA,Munkedal,K
N17464,1430,2019,1,T,42.307692,Munkedal,K
N17464,1430,2020,1,K,58.333333,Munkedal,K
N17464,1430,2020,1,M,39.285714,Munkedal,K
N17464,1430,2020,1,T,45,Munkedal,K
N17464,1435,2015,1,K,31.25,Tanum,K
N17464,1435,2015,1,M,56.25,Tanum,K
N17464,1435,2015,1,T,43.75,Tanum,K
N17464,1435,2016,1,K,NA,Tanum,K
N17464,1435,2016,1,M,NA,Tanum,K
N17464,1435,2016,1,T,30.434783,Tanum,K
N17464,1435,2017,1,K,NA,Tanum,K
N17464,1435,2017,1,M,NA,Tanum,K
N17464,1435,2017,1,T,NA,Tanum,K
N17464,1435,2018,1,K,NA,Tanum,K
N17464,1435,2018,1,M,NA,Tanum,K
N17464,1435,2018,1,T,NA,Tanum,K
N17464,1435,2019,1,K,NA,Tanum,K
N17464,1435,2019,1,M,NA,Tanum,K
N17464,1435,2019,1,T,35.294118,Tanum,K
N17464,1435,2020,1,K,NA,Tanum,K
N17464,1435,2020,1,M,NA,Tanum,K
N17464,1435,2020,1,T,50,Tanum,K
N17464,1438,2015,1,K,NA,Dals-Ed,K
N17464,1438,2015,1,M,NA,Dals-Ed,K
N17464,1438,2015,1,T,27.272727,Dals-Ed,K
N17464,1438,2016,1,K,46.153846,Dals-Ed,K
N17464,1438,2016,1,M,55.555556,Dals-Ed,K
N17464,1438,2016,1,T,50,Dals-Ed,K
N17464,1438,2017,1,K,75,Dals-Ed,K
N17464,1438,2017,1,M,60,Dals-Ed,K
N17464,1438,2017,1,T,66.666667,Dals-Ed,K
N17464,1438,2018,1,K,NA,Dals-Ed,K
N17464,1438,2018,1,M,NA,Dals-Ed,K
N17464,1438,2018,1,T,44.444444,Dals-Ed,K
N17464,1438,2019,1,K,50,Dals-Ed,K
N17464,1438,2019,1,M,44.444444,Dals-Ed,K
N17464,1438,2019,1,T,45.945946,Dals-Ed,K
N17464,1438,2020,1,K,NA,Dals-Ed,K
N17464,1438,2020,1,M,NA,Dals-Ed,K
N17464,1438,2020,1,T,34.482759,Dals-Ed,K
N17464,1439,2015,1,K,NA,Färgelanda,K
N17464,1439,2015,1,M,NA,Färgelanda,K
N17464,1439,2015,1,T,NA,Färgelanda,K
N17464,1439,2016,1,K,NA,Färgelanda,K
N17464,1439,2016,1,M,NA,Färgelanda,K
N17464,1439,2016,1,T,NA,Färgelanda,K
N17464,1439,2017,1,K,NA,Färgelanda,K
N17464,1439,2017,1,M,NA,Färgelanda,K
N17464,1439,2017,1,T,NA,Färgelanda,K
N17464,1439,2018,1,K,NA,Färgelanda,K
N17464,1439,2018,1,M,NA,Färgelanda,K
N17464,1439,2018,1,T,NA,Färgelanda,K
N17464,1439,2019,1,K,NA,Färgelanda,K
N17464,1439,2019,1,M,NA,Färgelanda,K
N17464,1439,2019,1,T,NA,Färgelanda,K
N17464,1439,2020,1,K,NA,Färgelanda,K
N17464,1439,2020,1,M,NA,Färgelanda,K
N17464,1439,2020,1,T,NA,Färgelanda,K
N17464,1440,2015,1,K,67.741935,Ale,K
N17464,1440,2015,1,M,49.180328,Ale,K
N17464,1440,2015,1,T,58.536585,Ale,K
N17464,1440,2016,1,K,71.929825,Ale,K
N17464,1440,2016,1,M,46.031746,Ale,K
N17464,1440,2016,1,T,58.333333,Ale,K
N17464,1440,2017,1,K,NA,Ale,K
N17464,1440,2017,1,M,NA,Ale,K
N17464,1440,2017,1,T,29.166667,Ale,K
N17464,1440,2018,1,K,44.444444,Ale,K
N17464,1440,2018,1,M,35.714286,Ale,K
N17464,1440,2018,1,T,38.333333,Ale,K
N17464,1440,2019,1,K,24,Ale,K
N17464,1440,2019,1,M,29.268293,Ale,K
N17464,1440,2019,1,T,27.272727,Ale,K
N17464,1440,2020,1,K,NA,Ale,K
N17464,1440,2020,1,M,NA,Ale,K
N17464,1440,2020,1,T,32.352941,Ale,K
N17464,1441,2015,1,K,83.173077,Lerum,K
N17464,1441,2015,1,M,80.555556,Lerum,K
N17464,1441,2015,1,T,81.73913,Lerum,K
N17464,1441,2016,1,K,80.769231,Lerum,K
N17464,1441,2016,1,M,70.610687,Lerum,K
N17464,1441,2016,1,T,74.774775,Lerum,K
N17464,1441,2017,1,K,80.882353,Lerum,K
N17464,1441,2017,1,M,71.966527,Lerum,K
N17464,1441,2017,1,T,76.072235,Lerum,K
N17464,1441,2018,1,K,81.118881,Lerum,K
N17464,1441,2018,1,M,70,Lerum,K
N17464,1441,2018,1,T,74.380165,Lerum,K
N17464,1441,2019,1,K,81.746032,Lerum,K
N17464,1441,2019,1,M,72.596154,Lerum,K
N17464,1441,2019,1,T,76.047904,Lerum,K
N17464,1441,2020,1,K,72.463768,Lerum,K
N17464,1441,2020,1,M,71.311475,Lerum,K
N17464,1441,2020,1,T,71.727749,Lerum,K
N17464,1442,2015,1,K,67.073171,Vårgårda,K
N17464,1442,2015,1,M,66.176471,Vårgårda,K
N17464,1442,2015,1,T,66.666667,Vårgårda,K
N17464,1442,2016,1,K,57.692308,Vårgårda,K
N17464,1442,2016,1,M,57.5,Vårgårda,K
N17464,1442,2016,1,T,57.608696,Vårgårda,K
N17464,1442,2017,1,K,76.271186,Vårgårda,K
N17464,1442,2017,1,M,65.217391,Vårgårda,K
N17464,1442,2017,1,T,71.428571,Vårgårda,K
N17464,1442,2018,1,K,72.727273,Vårgårda,K
N17464,1442,2018,1,M,69.230769,Vårgårda,K
N17464,1442,2018,1,T,71.428571,Vårgårda,K
N17464,1442,2019,1,K,75.471698,Vårgårda,K
N17464,1442,2019,1,M,51.282051,Vårgårda,K
N17464,1442,2019,1,T,65.217391,Vårgårda,K
N17464,1442,2020,1,K,87.931034,Vårgårda,K
N17464,1442,2020,1,M,54.166667,Vårgårda,K
N17464,1442,2020,1,T,72.641509,Vårgårda,K
N17464,1443,2015,1,K,NA,Bollebygd,K
N17464,1443,2015,1,M,NA,Bollebygd,K
N17464,1443,2015,1,T,NA,Bollebygd,K
N17464,1443,2016,1,K,NA,Bollebygd,K
N17464,1443,2016,1,M,NA,Bollebygd,K
N17464,1443,2016,1,T,NA,Bollebygd,K
N17464,1443,2017,1,K,NA,Bollebygd,K
N17464,1443,2017,1,M,NA,Bollebygd,K
N17464,1443,2017,1,T,NA,Bollebygd,K
N17464,1443,2018,1,K,NA,Bollebygd,K
N17464,1443,2018,1,M,NA,Bollebygd,K
N17464,1443,2018,1,T,NA,Bollebygd,K
N17464,1443,2019,1,K,NA,Bollebygd,K
N17464,1443,2019,1,M,NA,Bollebygd,K
N17464,1443,2019,1,T,NA,Bollebygd,K
N17464,1443,2020,1,K,NA,Bollebygd,K
N17464,1443,2020,1,M,NA,Bollebygd,K
N17464,1443,2020,1,T,NA,Bollebygd,K
N17464,1444,2015,1,K,NA,Grästorp,K
N17464,1444,2015,1,M,NA,Grästorp,K
N17464,1444,2015,1,T,NA,Grästorp,K
N17464,1444,2016,1,K,NA,Grästorp,K
N17464,1444,2016,1,M,NA,Grästorp,K
N17464,1444,2016,1,T,NA,Grästorp,K
N17464,1444,2017,1,K,NA,Grästorp,K
N17464,1444,2017,1,M,NA,Grästorp,K
N17464,1444,2017,1,T,NA,Grästorp,K
N17464,1444,2018,1,K,NA,Grästorp,K
N17464,1444,2018,1,M,NA,Grästorp,K
N17464,1444,2018,1,T,NA,Grästorp,K
N17464,1444,2019,1,K,NA,Grästorp,K
N17464,1444,2019,1,M,NA,Grästorp,K
N17464,1444,2019,1,T,NA,Grästorp,K
N17464,1444,2020,1,K,NA,Grästorp,K
N17464,1444,2020,1,M,NA,Grästorp,K
N17464,1444,2020,1,T,NA,Grästorp,K
N17464,1445,2015,1,K,NA,Essunga,K
N17464,1445,2015,1,M,NA,Essunga,K
N17464,1445,2015,1,T,NA,Essunga,K
N17464,1445,2016,1,K,NA,Essunga,K
N17464,1445,2016,1,M,NA,Essunga,K
N17464,1445,2016,1,T,NA,Essunga,K
N17464,1445,2017,1,K,NA,Essunga,K
N17464,1445,2017,1,M,NA,Essunga,K
N17464,1445,2017,1,T,NA,Essunga,K
N17464,1445,2018,1,K,NA,Essunga,K
N17464,1445,2018,1,M,NA,Essunga,K
N17464,1445,2018,1,T,NA,Essunga,K
N17464,1445,2019,1,K,NA,Essunga,K
N17464,1445,2019,1,M,NA,Essunga,K
N17464,1445,2019,1,T,NA,Essunga,K
N17464,1445,2020,1,K,NA,Essunga,K
N17464,1445,2020,1,M,NA,Essunga,K
N17464,1445,2020,1,T,NA,Essunga,K
N17464,1446,2015,1,K,NA,Karlsborg,K
N17464,1446,2015,1,M,NA,Karlsborg,K
N17464,1446,2015,1,T,NA,Karlsborg,K
N17464,1446,2016,1,K,NA,Karlsborg,K
N17464,1446,2016,1,M,NA,Karlsborg,K
N17464,1446,2016,1,T,NA,Karlsborg,K
N17464,1446,2017,1,K,NA,Karlsborg,K
N17464,1446,2017,1,M,NA,Karlsborg,K
N17464,1446,2017,1,T,NA,Karlsborg,K
N17464,1446,2018,1,K,NA,Karlsborg,K
N17464,1446,2018,1,M,NA,Karlsborg,K
N17464,1446,2018,1,T,NA,Karlsborg,K
N17464,1446,2019,1,K,NA,Karlsborg,K
N17464,1446,2019,1,M,NA,Karlsborg,K
N17464,1446,2019,1,T,NA,Karlsborg,K
N17464,1446,2020,1,K,NA,Karlsborg,K
N17464,1446,2020,1,M,NA,Karlsborg,K
N17464,1446,2020,1,T,NA,Karlsborg,K
N17464,1447,2015,1,K,NA,Gullspång,K
N17464,1447,2015,1,M,NA,Gullspång,K
N17464,1447,2015,1,T,NA,Gullspång,K
N17464,1447,2016,1,K,NA,Gullspång,K
N17464,1447,2016,1,M,NA,Gullspång,K
N17464,1447,2016,1,T,NA,Gullspång,K
N17464,1447,2017,1,K,NA,Gullspång,K
N17464,1447,2017,1,M,NA,Gullspång,K
N17464,1447,2017,1,T,NA,Gullspång,K
N17464,1447,2018,1,K,NA,Gullspång,K
N17464,1447,2018,1,M,NA,Gullspång,K
N17464,1447,2018,1,T,NA,Gullspång,K
N17464,1447,2019,1,K,NA,Gullspång,K
N17464,1447,2019,1,M,NA,Gullspång,K
N17464,1447,2019,1,T,NA,Gullspång,K
N17464,1447,2020,1,K,NA,Gullspång,K
N17464,1447,2020,1,M,NA,Gullspång,K
N17464,1447,2020,1,T,NA,Gullspång,K
N17464,1452,2015,1,K,80.555556,Tranemo,K
N17464,1452,2015,1,M,81.395349,Tranemo,K
N17464,1452,2015,1,T,81.012658,Tranemo,K
N17464,1452,2016,1,K,66.666667,Tranemo,K
N17464,1452,2016,1,M,66.666667,Tranemo,K
N17464,1452,2016,1,T,66.666667,Tranemo,K
N17464,1452,2017,1,K,82.926829,Tranemo,K
N17464,1452,2017,1,M,71.830986,Tranemo,K
N17464,1452,2017,1,T,75.892857,Tranemo,K
N17464,1452,2018,1,K,82.857143,Tranemo,K
N17464,1452,2018,1,M,61.842105,Tranemo,K
N17464,1452,2018,1,T,68.468468,Tranemo,K
N17464,1452,2019,1,K,72.916667,Tranemo,K
N17464,1452,2019,1,M,69.354839,Tranemo,K
N17464,1452,2019,1,T,70.909091,Tranemo,K
N17464,1452,2020,1,K,79.245283,Tranemo,K
N17464,1452,2020,1,M,67.647059,Tranemo,K
N17464,1452,2020,1,T,72.727273,Tranemo,K
N17464,1460,2015,1,K,66.666667,Bengtsfors,K
N17464,1460,2015,1,M,62.962963,Bengtsfors,K
